"About the data: Exported on Oct 01, 2024. Criteria: '""Universidad del Norte"" OR ""universidad del norte"" OR ""University of the North"" OR ""university of the north"" OR ""Uninorte"" OR ""uninorte""' in full data; Publication Year is 2020; Publication Type is Chapter; Open Access is Closed.  Note: For hyper-authorship publications with more than 100 authors the export does not include author names and affiliations. © 2024 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
65,pub.1132034906,10.1007/978-3-030-30018-0_3307,,,Material Culture and Colonization in Ancient Nubia: Evidence from the New Kingdom Cemeteries,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6812-6836,Closed,Chapter,"Lemos, Rennan","Lemos, Rennan (Department of Archaeology, University of Cambridge, Cambridge, UK)","Lemos, Rennan (University of Cambridge)","Lemos, Rennan (University of Cambridge)",2,0,,,,https://app.dimensions.ai/details/publication/pub.1132034906,,
65,pub.1132034808,10.1007/978-3-030-30018-0_615,,,Maritime Archaeological Organizations,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6748-6750,Closed,Chapter,"Anderson, Ross","Anderson, Ross (Department of Maritime Archaeology, Western Australian Museum, Fremantle, WA, Australia)","Anderson, Ross (Western Australian Museum)","Anderson, Ross (Western Australian Museum)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132034808,,
65,pub.1132034068,10.1007/978-3-030-30018-0_1809,,,"Muke, John",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7461-7463,Closed,Chapter,"Denham, Tim","Denham, Tim (Archaeological Science Programs, School of Archaeology and Anthropology, ANU College of Arts and Social Sciences, The Australian National University, Canberra, ACT, Australia)","Denham, Tim (Australian National University)","Denham, Tim (Australian National University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132034068,,
65,pub.1132034046,10.1007/978-3-030-30018-0_1627,,,"Mobiliary Art, Paleolithic",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7255-7273,Closed,Chapter,"Bourdier, Camille","Bourdier, Camille (Institut Universitaire de France, Université of Toulouse Jean Jaurès, Toulouse, France)","Bourdier, Camille (University of Toulouse-Jean Jaurès)","Bourdier, Camille (University of Toulouse-Jean Jaurès)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132034046,,
64,pub.1132040053,10.1007/978-3-030-30018-0_1377,,,Modern World: Historical Archaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7324-7327,Closed,Chapter,"Orser, Charles E.","Orser, Charles E. (Department of Anthropology, New York State Museum, Albany, NY, USA)","Orser, Charles E. (New York State Museum)","Orser, Charles E. (New York State Museum)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1132040053,,
64,pub.1132039900,10.1007/978-3-030-30018-0_2591,,,"Museo Chileno de Arte Precolombino, Chile",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7505-7509,Closed,Chapter,"Berenguer, José R.","Berenguer, José R. (Museo Chileno de Arte Precolombino, Santiago, Chile)","Berenguer, José R. (Museo Chileno de Arte Precolombino, Santiago, Chile)","Berenguer, José R. (Museo Chileno de Arte Precolombino, Santiago, Chile)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132039900,,
64,pub.1132039168,10.1007/978-3-030-30018-0_806,,,Museums and the Distortion of Archaeology for Political Purposes,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7565-7567,Closed,Chapter,"Browman, David","Browman, David (Department of Anthropology, Washington University, St. Louis, MO, USA)","Browman, David (Washington University in St. Louis)","Browman, David (Washington University in St. Louis)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132039168,,
64,pub.1132039106,10.1007/978-3-030-30018-0_1372,,,"Mytum, Harold",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7580-7581,Closed,Chapter,"Brooks, Alasdair","Brooks, Alasdair (The Grand Egyptian Museum (GEM) Project, Hill International, Cairo, Egypt)","Brooks, Alasdair (Grand Egyptian Museum)","Brooks, Alasdair (Grand Egyptian Museum)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132039106,,
64,pub.1132038805,10.1007/978-3-030-30018-0_1986,,,Maisières-Canal: An Open-Air Aurignacian Workshop,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6670-6684,Closed,Chapter,"Miller, Rebecca","Miller, Rebecca (Service of Prehistory, University of Liège, Liège, Belgium)","Miller, Rebecca (University of Liège)","Miller, Rebecca (University of Liège)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132038805,,
64,pub.1132038159,10.1007/978-3-030-30018-0_1236,,,"McGimsey III, Charles R.",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6912-6914,Closed,Chapter,"Green, Thomas J.","Green, Thomas J. (Arkansas Archaeological Survey, Fayetteville, AR, USA)","Green, Thomas J. (Arkansas Archaeological Survey, Fayetteville, AR, USA)","Green, Thomas J. (Arkansas Archaeological Survey, Fayetteville, AR, USA)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132038159,,
64,pub.1132038116,10.1007/978-3-030-30018-0_2602,,,"Makowski, Krzysztof",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6688-6690,Closed,Chapter,"Salcedo Camacho, Luis E.","Salcedo Camacho, Luis E. (Academic-Professional School of Archaeology, Faculty of Social Sciences, National University of San Marcos (UNMSM), Lima, Peru; Laboratory of Archaeological Materials (LAMA), National Museum of Archaeology, Anthropology, and History of Peru (MNAAHP), Ministry of Culture, Lima, Peru)","Salcedo Camacho, Luis E. (National University of San Marcos; Ministry of Culture)","Salcedo Camacho, Luis E. (National University of San Marcos; Ministry of Culture)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132038116,,
64,pub.1132038070,10.1007/978-3-030-30018-0_680,,,Movius Line,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7447-7455,Closed,Chapter,"Ikawa-Smith, Fumiko","Ikawa-Smith, Fumiko (Department of Anthropology, McGill University, Montreal, QC, Canada)","Ikawa-Smith, Fumiko (McGill University)","Ikawa-Smith, Fumiko (McGill University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132038070,,
64,pub.1132037634,10.1007/978-3-030-30018-0_2256,,,Mineralization of Macrobotanical Remains,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7224-7228,Closed,Chapter,"Murphy, Charlene","Murphy, Charlene (Institute of Archaeology, University College London, London, UK)","Murphy, Charlene (University College London)","Murphy, Charlene (University College London)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132037634,,
64,pub.1132036607,10.1007/978-3-030-30018-0_624,,,Maritime Contact Rock Art,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6750-6753,Closed,Chapter,"May, Sally Kate","May, Sally Kate (PERAHU, School of Humanities, Griffith University, Gold Coast, QLD, Australia; PERAHU, Griffith Centre for Social and Cultural Research, Gold Coast campus, Griffith University, Brisbane, Australia)","May, Sally Kate (Griffith University; Griffith University)","May, Sally Kate (Griffith University; Griffith University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132036607,,
64,pub.1132036394,10.1007/978-3-030-30018-0_539,,,Metals: Preservation and Conservation,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7086-7094,Closed,Chapter,"MacLeod, Ian D","MacLeod, Ian D (Western Australian Maritime Museum, Fremantle, WA, Australia)","MacLeod, Ian D (Western Australian Maritime Museum, Fremantle, WA, Australia)","MacLeod, Ian D (Western Australian Maritime Museum, Fremantle, WA, Australia)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132036394,,
64,pub.1132036288,10.1007/978-3-030-30018-0_2406,,,"Meehan, Betty",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6965-6966,Closed,Chapter,"Brockwell, Sally","Brockwell, Sally (Australian National University, Canberra, ACT, Australia)","Brockwell, Sally (Australian National University)","Brockwell, Sally (Australian National University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132036288,,
64,pub.1132036134,10.1007/978-3-030-30018-0_2294,,,Museum of New Zealand Te Papa Tongarewa,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7542-7544,Closed,Chapter,"McCarthy, Conal","McCarthy, Conal (Museum and Heritage Studies programme, Victoria University of Wellington, Wellington, New Zealand)","McCarthy, Conal (Victoria University of Wellington)","McCarthy, Conal (Victoria University of Wellington)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132036134,,
64,pub.1132035984,10.1007/978-3-030-30018-0_1996,,,Machu Picchu: Geography and Culture,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6651-6655,Closed,Chapter,"Tantaleán, Henry; Aguilar, Miguel A.","Tantaleán, Henry (French Institute of Andean Studies, Superior National University of San Marcos, Lima, Peru); Aguilar, Miguel A. (Universidad de los Andes, Bogota, Colombia)","Tantaleán, Henry (National University of San Marcos)","Tantaleán, Henry (National University of San Marcos); Aguilar, Miguel A. (Universidad de Los Andes)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132035984,,
64,pub.1132035262,10.1007/978-3-030-30018-0_2383,,,"Mason, Andrew R.",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6810-6811,Closed,Chapter,"Mason, Andrew R.","Mason, Andrew R. (Golder Associates Ltd., Vancouver, BC, Canada)","Mason, Andrew R. (Golder Associates (Canada))","Mason, Andrew R. (Golder Associates (Canada))",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132035262,,
64,pub.1132034724,10.1007/978-3-030-30018-0_1055,,,"Modern Ruins: Remembrance, Resistance, and Ruin Value",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7304-7315,Closed,Chapter,"Pétursdóttir, Þóra; Olsen, Bjørnar","Pétursdóttir, Þóra (Department of Archaeology, History, Religion and Theology, UiT The Arctic University of Norway, Tromsø, Norway); Olsen, Bjørnar (Department of Archaeology, History, Religious Studies and Theology, UiT – The Arctic University of Norway, Tromsø, Norway)","Pétursdóttir, Þóra (UiT The Arctic University of Norway)","Pétursdóttir, Þóra (UiT The Arctic University of Norway); Olsen, Bjørnar (UiT The Arctic University of Norway)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132034724,,
64,pub.1132034584,10.1007/978-3-030-30018-0_682,,,Middle East: Epipaleolithic,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7173-7180,Closed,Chapter,"Olszewski, Deborah I.","Olszewski, Deborah I. (Department of Anthropology and Penn Museum, University of Pennsylvania, Philadelphia, PA, USA)","Olszewski, Deborah I. (University of Pennsylvania)","Olszewski, Deborah I. (University of Pennsylvania)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132034584,,
64,pub.1132034475,10.1007/978-3-030-30018-0_1669,,,Mesoamerica: Subsistence Strategies by Region,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7045-7053,Closed,Chapter,"Acosta-Ochoa, Guillermo","Acosta-Ochoa, Guillermo (Area de Prehistoria y Evolución, Instituto de Investigaciones Antropológicas, Universidad Nacional Autónoma de México, Circuito Exterior s/n Ciudad Universitaria, Del. Coyoacán, DF, Mexico, DF, Mexico)","Acosta-Ochoa, Guillermo (National Autonomous University of Mexico)","Acosta-Ochoa, Guillermo (National Autonomous University of Mexico)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132034475,,
64,pub.1132034457,10.1007/978-3-030-30018-0_3252,,,Matobo Rock Art,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6851-6861,Closed,Chapter,"Nhamo, Ancila; Bourdier, Camille","Nhamo, Ancila (History Department, University of Zimbabwe, Harare, Zimbabwe); Bourdier, Camille (Institut Universitaire de France, Université Toulouse Jean Jaurès, Toulouse, France)","Bourdier, Camille (Institut Universitaire de France)","Nhamo, Ancila (University of Zimbabwe); Bourdier, Camille (Institut Universitaire de France)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132034457,,
64,pub.1132034256,10.1007/978-3-030-30018-0_599,,,Mediterranean Sea: Maritime Archaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6958-6964,Closed,Chapter,"Khalil, Emad","Khalil, Emad (Centre for Maritime Archaeology, Faculty of Arts, Alexandria University, Alexandria, Egypt)","Khalil, Emad (Alexandria University)","Khalil, Emad (Alexandria University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132034256,,
64,pub.1132040474,10.1007/978-3-030-30018-0_810,,,"Montelius, Oscar",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7383-7385,Closed,Chapter,"Nielsen, Poul-Otto","Nielsen, Poul-Otto (The National Museum, Copenhagen, Denmark)","Nielsen, Poul-Otto (The National Museum, Copenhagen, Denmark)","Nielsen, Poul-Otto (The National Museum, Copenhagen, Denmark)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132040474,,
64,pub.1132039975,10.1007/978-3-030-30018-0_3188,,,"Maiuri, Amedeo",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6684-6686,Closed,Chapter,"Zarmati, Louise","Zarmati, Louise (School of Education, University of Tasmania, Launceston, TAS, Australia)","Zarmati, Louise (University of Tasmania)","Zarmati, Louise (University of Tasmania)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132039975,,
64,pub.1132039659,10.1007/978-3-030-30018-0_1741,,,Museo Tecnológico del Vidrio,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7520-7522,Closed,Chapter,"de Viñas, Paloma Pastor Rey","de Viñas, Paloma Pastor Rey (Museo Tecnológico del Vidrio, Real Fábrica de Cristales, La Granja de San Ildefonso, Segovia, Spain)","de Viñas, Paloma Pastor Rey (Museo Tecnológico del Vidrio, Real Fábrica de Cristales, La Granja de San Ildefonso, Segovia, Spain)","de Viñas, Paloma Pastor Rey (Museo Tecnológico del Vidrio, Real Fábrica de Cristales, La Granja de San Ildefonso, Segovia, Spain)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132039659,,
64,pub.1132039579,10.1007/978-3-030-30018-0_422,,,"Morgan, Jeff",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7404-7405,Closed,Chapter,"Morgan, Jeff","Morgan, Jeff (Global Heritage Fund, Palo Alto, CA, USA)","Morgan, Jeff (Global Heritage Fund, Palo Alto, CA, USA)","Morgan, Jeff (Global Heritage Fund, Palo Alto, CA, USA)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132039579,,
64,pub.1132039080,10.1007/978-3-030-30018-0_266,,,Middle-Range Theory in Archaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7180-7182,Closed,Chapter,"Crooks, Sam","Crooks, Sam (School of Historical and Philosophical Studies, University of Melbourne, Parkville, VIC, Australia)","Crooks, Sam (University of Melbourne)","Crooks, Sam (University of Melbourne)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132039080,,
64,pub.1132038804,10.1007/978-3-030-30018-0_3035,,,"Mound Building, Social Complexity and Horticulture in the Lower Paraná River",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7420-7441,Closed,Chapter,"Bonomo, Mariano; Politis, Gustavo G.","Bonomo, Mariano (CONICET-División Arqueología, Facultad de Ciencias Naturales y Museo, Universidad Nacional de La Plata, La Plata, Argentina); Politis, Gustavo G. (CONICET, INCUAPA, Facultad de Ciencias Sociales, Universidad Nacional del Centro de la Provincia de Buenos Aires, Olavarría, Argentina)","Bonomo, Mariano (National University of La Plata)","Bonomo, Mariano (National University of La Plata); Politis, Gustavo G. (National University of Central Buenos Aires)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1132038804,,
64,pub.1132038748,10.1007/978-3-030-30018-0_3163,,,The Museo Etnográfico “Juan B. Ambrosetti”,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7512-7514,Closed,Chapter,"Berón, Mónica Alejandra","Berón, Mónica Alejandra (IDECU, UBA, Buenos Aires, Argentina)","Berón, Mónica Alejandra (IDECU, UBA, Buenos Aires, Argentina)","Berón, Mónica Alejandra (IDECU, UBA, Buenos Aires, Argentina)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132038748,,
64,pub.1132038481,10.1007/978-3-030-30018-0_1295,,,"Meskell, Lynn",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7000-7002,Closed,Chapter,"Joyce, Rosemary A.","Joyce, Rosemary A. (Department of Anthropology, University of California, Berkeley, CA, USA)","Joyce, Rosemary A. (University of California, Berkeley)","Joyce, Rosemary A. (University of California, Berkeley)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132038481,,
64,pub.1132038041,10.1007/978-3-030-30018-0_2075,,,Material Culture and Education in Archaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6836-6843,Closed,Chapter,"de Carvalho, Aline Vieira; da Silva, Bruno S. R.","de Carvalho, Aline Vieira (Laboratório de Arqueologia Pública (LAP), Núcleo de Estudos e Pesquisas Ambientais (Nepam), University of Campinas, Campinas, SP, Brazil); da Silva, Bruno S. R. (Anthropology and Archaeology Program, Federal University of Western Pará, Santarém, Pará, Brazil)","de Carvalho, Aline Vieira (State University of Campinas)","de Carvalho, Aline Vieira (State University of Campinas); da Silva, Bruno S. R. (Federal University of Western Pará)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132038041,,
64,pub.1132037667,10.1007/978-3-030-30018-0_2162,,,Molluscs (Isotopes): Analyses in Environmental Archaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7332-7340,Closed,Chapter,"Prendergast, Amy Louise; Stevens, Rhiannon Elisabeth","Prendergast, Amy Louise (Department of Archaeology and Anthropology, University of Cambridge, Cambridge, Cambridgeshire, UK); Stevens, Rhiannon Elisabeth (McDonald Institute for Archaeological Research, University of Cambridge, Cambridge, Cambridgeshire, UK)","Prendergast, Amy Louise (University of Cambridge)","Prendergast, Amy Louise (University of Cambridge); Stevens, Rhiannon Elisabeth (University of Cambridge)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132037667,,
